composer,state,weight
"Adams, John",Alabama,1
"Adler, Samuel",Alabama,3
"Aitken, H.",Alabama,1
"Akers, H.E.",Alabama,4
"Akey, Douglas",Alabama,24
"Alberty, Craig",Alabama,3
"Albinoni, Tomaso",Alabama,1
"Alford, Kenneth",Alabama,1
"Allen, Fred J.",Alabama,6
"Andrews, James",Alabama,1
"Andrieu, Fernand",Alabama,1
"Applebaum, Stan",Alabama,1
"Arbeau, Thoinot",Alabama,1
"Arcari, Tyler",Alabama,4
"Archer, Kimberly",Alabama,1
"Arnold, Malcolm",Alabama,12
"Aronson, Lee",Alabama,1
"Bach, J.S.",Alabama,49
"Baker, Craig",Alabama,2
"Balay, Guillaume",Alabama,1
"Balázs, Árpád",Alabama,1
"Balent, Andrew",Alabama,10
"Balmages, Brian",Alabama,14
"Bankston, Brian",Alabama,1
"Barber, Clarence",Alabama,3
"Barber, Samuel",Alabama,1
"Barker, Warren",Alabama,4
"Barnard, Mark",Alabama,1
"Barnes, James",Alabama,26
"Barrett, Roland",Alabama,16
"Bartok, Bela",Alabama,5
"Bassett, Leslie",Alabama,1
"Beckham, Dwight",Alabama,1
"Beeler, Walter",Alabama,1
"Beethoven, Ludwig van",Alabama,11
"Behrman, Tracy",Alabama,1
"Bell, Jeremy",Alabama,4
"Bellini, Vincenzo",Alabama,2
"Bender, Mitchell",Alabama,1
"Bennett, Richard Rodney",Alabama,2
"Bennett, Robert Russell",Alabama,2
"Benson, Warren",Alabama,3
"Berlioz, Hector",Alabama,9
"Bernotas, Chris",Alabama,8
"Bernstein, Leonard",Alabama,8
"Beyer, Fredrick",Alabama,1
"Biebl, Franz",Alabama,1
"Bilik, Jerry",Alabama,4
"Billings, William",Alabama,1
"Bizet, Georges",Alabama,2
"Black, Dave",Alabama,4
"Blocher, Larry",Alabama,1
"Bobrowitz, David",Alabama,4
"Bocook, Jay",Alabama,6
"Borodin, Alexander",Alabama,8
"Bortniansky, Dmitry",Alabama,1
"Bourgeois, Derek",Alabama,1
"Bowles, Richard",Alabama,1
"Boysen, Andrew",Alabama,4
"Brahms, Johannes",Alabama,10
"Brand, Michael",Alabama,1
"Bremer, Carolyn",Alabama,1
"Brien, Colin",Alabama,1
"Brink, Paul",Alabama,1
"Broege, Timothy",Alabama,7
"Broughton, Bruce",Alabama,1
"Brown, Richard E.",Alabama,2
"Bruckner, Anton",Alabama,4
"Buchtel, Forrest",Alabama,5
"Buckley, Robert",Alabama,3
"Bulla, Stephen",Alabama,8
"Butts, Carrol",Alabama,1
"Buys, Peter",Alabama,1
"Byrd, William",Alabama,5
"Cacavas, John",Alabama,9
"Cailliet, Lucien",Alabama,2
"Calhoun, Bill",Alabama,3
"Campbell, Chris",Alabama,1
"Camphouse, Mark",Alabama,9
"Campo, David",Alabama,1
"Carter, Charles",Alabama,13
"Caruso, John",Alabama,1
"Catel, Charles-Simon",Alabama,1
"Caudill, Jim Andy",Alabama,1
"Cesarini, Franco",Alabama,1
"Chabrier, Emmanuel",Alabama,3
"Chambers, Carol Brittin",Alabama,3
"Chance, John Barnes",Alabama,5
"Chantry, Benoit",Alabama,1
"Chattaway, Jay",Alabama,4
"Cheetham, John",Alabama,1
"Chernov, Gennadi",Alabama,1
"Chidester, Lawrence",Alabama,1
"Chisman, Daniel",Alabama,1
"Chobanian, Loris",Alabama,1
"Christiansen, Carl",Alabama,3
"Christopher, Keith",Alabama,1
"Cichy, Roger",Alabama,4
"Ciechomski, Brad",Alabama,1
"Clark, Larry",Alabama,25
"Clark, Reber",Alabama,1
"Cofield, Frank",Alabama,1
"Coles, Jay",Alabama,1
"Colgrass, Michael",Alabama,4
"Colonna, Jim",Alabama,1
"Compello, Joseph",Alabama,5
"Conaway, Matt",Alabama,1
"Conley, Lloyd",Alabama,2
"Conner, Mark",Alabama,1
"Connery, Brian",Alabama,1
"Copland, Aaron",Alabama,7
"Corelli, Arcangelo",Alabama,3
"Corigliano, John",Alabama,1
"Court, Douglas",Alabama,8
"Cramer, Ray",Alabama,1
"Creston, Paul",Alabama,3
"Crump, Robert",Alabama,1
"Curnow, James",Alabama,51
"Custer, Calvin",Alabama,9
"Daehn, Larry",Alabama,7
"Dahl, Ingolf",Alabama,2
"Danielpour, Richard",Alabama,1
"Daniels, Melvin",Alabama,1
"Danner, Greg",Alabama,1
"Daquin, L.C.",Alabama,1
"Darcy, Thomas",Alabama,1
"Daugherty, Michael",Alabama,1
"Daughtrey, Nathan",Alabama,1
"Davis, Albert O.",Alabama,9
"Dawson, Jay",Alabama,2
"de Cabezon, A.",Alabama,2
"de Haan, Jacob",Alabama,5
"de Meij, Johan",Alabama,4
"De Nardis, Camille",Alabama,1
"De Rubertis, Nicholas",Alabama,3
"De Smetsky, Jean",Alabama,1
"Debussy, Claude",Alabama,4
"del Borgo, Elliot",Alabama,53
"del Tredici, David",Alabama,1
"DeLamarter, Eric",Alabama,1
"Delibes, Léo",Alabama,3
"Delius, Frederick",Alabama,1
"Dello Joio, Norman",Alabama,5
"DeMott, Curt",Alabama,2
"Diero, Pietro",Alabama,1
"Dilanni, Aldo",Alabama,1
"Dillon, Robert",Alabama,3
"Docter, Zachery",Alabama,1
"Dohnanyi, Ernst",Alabama,1
"Doss, Thomas",Alabama,1
"Dousa, Dominic",Alabama,1
"Drake, Brian",Alabama,1
"DuBois, Pierre Max",Alabama,1
"Duff, Jim",Alabama,2
"Duffy, Thomas",Alabama,1
"Dukas, Paul",Alabama,2
"Dun, Tan",Alabama,2
"Duncombe, William",Alabama,1
"Durante, Francesco",Alabama,1
"Dvorak, Antonin",Alabama,28
"Dvorak, Robert",Alabama,1
"Dzubay, David",Alabama,1
"Edmondson, John",Alabama,29
"Elder, Daniel",Alabama,1
"Elgar, Edward",Alabama,9
"Elledge, C.",Alabama,2
"Ellerby, Martin",Alabama,2
"Erickson, Frank",Alabama,52
"Ewazen, Eric",Alabama,1
"Fabrizio, Corky",Alabama,1
"Fagan, Gary",Alabama,11
"Fairlie, Edward",Alabama,1
"Farnaby, Giles",Alabama,1
"Fauchet, Paul",Alabama,3
"Faure, Gabriel",Alabama,1
"Fauré, Gabriel",Alabama,2
"Feld, Jindřich",Alabama,2
"Feldstein, Sandy",Alabama,2
"Fhiaras, Greg",Alabama,2
"Fillmore, Henry",Alabama,2
"Finney, Ross Lee",Alabama,2
"Forbes, G.",Alabama,1
"Ford, Ralph",Alabama,7
"Forsblad, Leland",Alabama,14
"Foss, Lukas",Alabama,1
"Foster, Robert E.",Alabama,8
"Fox, Andrew C.",Alabama,1
"Fox, Earl",Alabama,1
"Frackenpohl, Arthur",Alabama,2
"Franck, Cesar",Alabama,5
"Frangkiser, Carl",Alabama,6
"Frescobaldi, Girolamo",Alabama,3
"Friedemann, Carl",Alabama,5
"Fry, Tommy J.",Alabama,1
"Gabrieli, Giovanni",Alabama,1
"Gade, Jacob",Alabama,1
"Galante, Rossano",Alabama,6
"Galbraith, Nancy",Alabama,1
"Gallagher, Charles",Alabama,2
"Gassi, Vince",Alabama,5
"Gates, Keith",Alabama,1
"Gazlay, Gary",Alabama,2
"George, Tom Ritter",Alabama,1
"German, Edward",Alabama,3
"Gervaise, C.",Alabama,1
"Giannini, Vittorio",Alabama,2
"Gibson, John Wesley",Alabama,2
"Gilbert, Jay",Alabama,2
"Gillette, James",Alabama,1
"Gillingham, David",Alabama,6
"Gillis, Don",Alabama,10
"Ginastera, Alberto",Alabama,1
"Giordani, Tommaso",Alabama,1
"Giordano, Umberto",Alabama,2
"Giovannini, Caesar",Alabama,7
"Giroux, Julie",Alabama,9
"Gjeilo, Ola",Alabama,1
"Gliere, Rienhold",Alabama,2
"Glinka, Mikhail",Alabama,4
"Gluck, Christoph",Alabama,3
"Golemo, Michael",Alabama,1
"Gomez, Antonio Carlos",Alabama,1
"Goossens, Eugene",Alabama,1
"Gorb, Adam",Alabama,4
"Gordon, Philip",Alabama,10
"Gorham, David",Alabama,13
"Gossec, Francois-Joseph",Alabama,3
Gott,Alabama,1
"Gottschalk, Arthur",Alabama,1
"Gould, Morton",Alabama,5
"Gounod, Charles",Alabama,7
"Grainger, Percy",Alabama,38
"Grant, Michel",Alabama,2
"Grant, Tyler S.",Alabama,3
"Grantham, Donald",Alabama,3
Gray,Alabama,1
Green,Alabama,1
"Gregson, Edward",Alabama,4
"Grice, Rob",Alabama,13
"Grieg, Edvard",Alabama,3
"Griffes, Charles",Alabama,1
"Grundman, Clare",Alabama,23
"Gryc, Stephen Michael",Alabama,1
Guentzel,Alabama,1
"Guilmant, Félix Alexandre",Alabama,1
"Halferty, Frank J.",Alabama,1
"Halvorsen, Johan",Alabama,1
"Handel, George Frideric",Alabama,36
"Hanson, Howard",Alabama,4
"Hanson, Robert",Alabama,2
"Hanssen, Johannes",Alabama,1
"Harbaugh, Lee",Alabama,1
"Harbinson, William",Alabama,1
"Harbinson, William G.",Alabama,7
"Harbison, John",Alabama,1
"Harris, Doug",Alabama,1
"Harris, James",Alabama,1
"Hart, Paul",Alabama,2
"Hartley, Walter",Alabama,9
"Hartzell, Douglas",Alabama,1
"Hastings, Ross",Alabama,2
"Hatfield, Marcus",Alabama,1
"Hawkins, Ben",Alabama,1
"Haydn, Franz Joseph",Alabama,8
"Hazo, Samuel",Alabama,9
"Hearshen, Ira",Alabama,2
"Heins, John",Alabama,1
"Heisinger, Brent",Alabama,1
"Hellmesberger, Joseph",Alabama,1
"Hermann, Ralph",Alabama,3
"Hérold, Ferdinand",Alabama,1
"Hesketh, Kenneth",Alabama,1
"Hettinga, Aaron",Alabama,1
"Higgins, John",Alabama,7
"Hildreth, R.",Alabama,1
"Hill, Donald",Alabama,4
"Hilliard, Quincy",Alabama,10
"Himes, William",Alabama,7
"Hindemith, Paul",Alabama,4
"Hodges, Steve",Alabama,18
"Hogg, Brian",Alabama,3
"Holloman, Sam",Alabama,2
"Holmes, Paul",Alabama,1
"Holsinger, David",Alabama,33
"Holst, Gustav",Alabama,20
"Hosay, James L.",Alabama,9
"Hoshina, Hiroshi",Alabama,1
"Hubbell, F.",Alabama,1
"Huckeby, Ed",Alabama,30
"Hull, Grant",Alabama,1
"Hultgren, Ralph",Alabama,3
"Humperdinck, Englebert",Alabama,4
"Hunsberger, Donald",Alabama,1
"Husa, Karel",Alabama,4
"Hutcheson, Jere",Alabama,1
"Hutchinson, Warner",Alabama,1
"Hylkilä, Ilari",Alabama,1
"Iannaccone, Anthony",Alabama,4
"Ippolitov-Ivanov, Nicolai",Alabama,3
"Ireland, John",Alabama,2
"Isaac, H.",Alabama,1
"Israel, Brian",Alabama,1
"Ito, Yasuhide",Alabama,4
"Ives, Charles",Alabama,4
"Jackson, Leroy",Alabama,3
"Jacob, Gordon",Alabama,6
"Jadin, L.",Alabama,1
"Jager, Robert",Alabama,12
"Jenkins, Darren",Alabama,3
"Jenkins, Joseph Willcox",Alabama,8
"Jianfang, Yu",Alabama,2
Johnson,Alabama,11
"Johnston, D.O.",Alabama,1
Josuweit,Alabama,2
"Jutras, Andre",Alabama,3
"Kabalevsky, Dmitri",Alabama,6
Kaisershot,Alabama,1
"Kalinnikov, Vasily",Alabama,1
"Kamuf, Michael",Alabama,1
"Kaneda, Bin",Alabama,1
"Karrick, Brant",Alabama,4
Kaufman,Alabama,1
"Keen, Marta",Alabama,1
"Kennedy, Jay",Alabama,2
"Khatchaturian, Amram",Alabama,3
"Kiefer, Ed",Alabama,1
Kindred,Alabama,1
"King, Karl L.",Alabama,3
"Kinyon, John",Alabama,21
"Kirby, Rick",Alabama,1
"Kirnberger, Johann Philip",Alabama,1
"Kistler, Cyrill",Alabama,1
"Knox, Thomas",Alabama,2
Koch,Alabama,1
"Kopetz, Barry E.",Alabama,14
"Kozhevnikov, Boris",Alabama,1
"Kraft, William",Alabama,1
"Kreines, Joseph",Alabama,1
"Krenek, Ernst",Alabama,1
"Kristofferson, Kenly",Alabama,1
"LaGassey, Homer",Alabama,2
"Lalo, Eduard",Alabama,1
"Langenfeld, Robert",Alabama,1
Lankester,Alabama,1
"LaPlante, Pierre",Alabama,12
Larionov,Alabama,1
"Latham, William",Alabama,2
Lauder,Alabama,1
"Lauridsen, Morten",Alabama,1
"Lavender, Paul",Alabama,1
"Leckrone, Mike",Alabama,2
"Lendt, Gavin",Alabama,1
"Lewis, Brian",Alabama,2
Lillya,Alabama,1
"Linn, Robert",Alabama,2
"Liszt, Franz",Alabama,2
Livingston,Alabama,1
"Lo Presti, Ronald",Alabama,2
"Locklear, Bill",Alabama,1
"Loest, Timothy",Alabama,2
"Logan, R.",Alabama,2
"Long, D.J.",Alabama,1
"Longfield, Robert",Alabama,3
"Lopez, Victor",Alabama,3
"Lortz, Mark",Alabama,3
Lowden,Alabama,2
"Lowry, Robert",Alabama,1
"Lucas, Elena Roussanova",Alabama,1
"Luigini, Alexandre",Alabama,2
"Lully, Jean-Baptiste",Alabama,3
"Mackey, John",Alabama,1
MacTaggart,Alabama,1
Madden,Alabama,1
"Mahaffey, Jim",Alabama,3
"Mahler, Gustav",Alabama,1
"Mahr, Timothy",Alabama,4
"Maillart, Louis",Alabama,1
"Mailman, Martin",Alabama,3
"Mairs, David",Alabama,1
"Makris, Andreas",Alabama,1
"Margolis, Bob",Alabama,4
"Márquez, Arturo",Alabama,1
"Marquina, Pascual",Alabama,1
"Mascagni, Pietro",Alabama,2
"Maslanka, David",Alabama,3
"Massenet, Jules",Alabama,3
Matthews,Alabama,1
"Maw, Nicholas",Alabama,1
"Mays, Walter",Alabama,1
"McAllister, Scott",Alabama,1
"McBeth, W. Francis",Alabama,25
"McBride, Jonathan",Alabama,4
McBrien,Alabama,1
"McGinty, Anne",Alabama,57
"McTee, Cindy",Alabama,2
"Meacham, A.",Alabama,1
"Melillo, Stephen",Alabama,1
"Mendelssohn, Felix",Alabama,6
"Mennin, Peter",Alabama,1
"Messiaen, Olivier",Alabama,1
"Meyer, Richard",Alabama,3
"Meyerbeer, Giocomo",Alabama,1
"Michel, Grant",Alabama,1
Miehaus,Alabama,1
"Mier, Shirley",Alabama,1
"Miles, Timothy",Alabama,1
"Milford, Gene",Alabama,9
"Milhaud, Darius",Alabama,1
Millard,Alabama,1
"Miller, C.",Alabama,1
Minelli,Alabama,1
"Mitchell, Rex",Alabama,8
"Mixon, Kevin",Alabama,2
Mobely,Alabama,1
"Moehlmann, Roland",Alabama,1
Monroe,Alabama,1
"Montenegro, H.",Alabama,1
"Monteverdi, Claudio",Alabama,1
"Moore, D.W.",Alabama,3
"Morales, Erik",Alabama,4
"Morley, Thomas",Alabama,1
"Morrissey, John J.",Alabama,1
"Moss, John",Alabama,7
"Mozart, Wolfgang Amadeus",Alabama,21
"Mussorgsky, Modest",Alabama,7
"Myers, David",Alabama,2
"Navarre, Randy",Alabama,3
"Neeck, Larry",Alabama,2
"Nelhybel, Vaclav",Alabama,13
"Nelson, Norman",Alabama,1
"Nelson, Ron",Alabama,7
"Nicolai, Otto",Alabama,3
"Niehaus, Lennie",Alabama,13
"Nishimura, Yukiko",Alabama,3
"Nitsch, Jason",Alabama,1
"Nixon, Roger",Alabama,3
"Nowak, Jerry",Alabama,4
"Nowlin, Ryan",Alabama,1
O'Conner,Alabama,1
"O'Connor, Thomas",Alabama,4
"O'Laughlin, Sean",Alabama,20
"O'Reilly, John",Alabama,31
"Oare, Michael",Alabama,5
"Offenbach, Jacques",Alabama,4
"Ogren, J.J.",Alabama,1
"Olivadoti, Joseph",Alabama,5
"Orff, Carl",Alabama,1
"Osborne, Chester",Alabama,1
"Osmon, Leroy",Alabama,1
"Osterling, Eric",Alabama,5
"Owens, William",Alabama,9
"Ozley, Chris",Alabama,1
"Pachelbel, Johann",Alabama,1
"Palange, William",Alabama,1
"Palestrina, Giovanni",Alabama,1
"Palmer, R.",Alabama,1
"Parés, G.",Alabama,1
Park,Alabama,1
"Pasternak, John",Alabama,3
"Pearson, Bruce",Alabama,7
"Pergolesi, Giovanni Battista",Alabama,1
"Persichetti, Vincent",Alabama,8
"Phillips, Todd",Alabama,2
Piato,Alabama,1
"Pierne, Gabriel",Alabama,1
"Piston, Walter",Alabama,1
"Ployhar, James",Alabama,16
"Ponchielli, Amilcare",Alabama,1
"Poor, Andrew F.",Alabama,3
"Prescott, John",Alabama,1
"Preuninger, Bruce",Alabama,1
"Prokofiev, Sergey",Alabama,1
"Puccini, Giacomo",Alabama,4
"Purcell, Henry",Alabama,4
Purvis,Alabama,1
"Putnam, Matthew",Alabama,1
"Quinn, J.",Alabama,1
"Rachmaninoff, Sergei",Alabama,2
"Rager, D.",Alabama,1
Randall,Alabama,1
"Rands, Bernard",Alabama,1
"Rath, Eric",Alabama,1
"Ravel, Maurice",Alabama,3
"Razo, S.",Alabama,1
"Reed, Alfred",Alabama,27
"Reiche, G.",Alabama,1
"Reinecke, Carl",Alabama,2
"Reineke, Steven",Alabama,5
"Respighi, Ottorino",Alabama,4
Resseger,Alabama,1
Reunecke,Alabama,1
Reynolds,Alabama,1
"Rhea, Timothy",Alabama,2
"Rhoads, William",Alabama,2
"Rimsky-Korsakov, Nikolay",Alabama,20
"Rogers, Mekel",Alabama,4
"Romberg, Sigmund",Alabama,1
"Romeyn, Robert",Alabama,3
"Root, Thomas",Alabama,5
Rossii,Alabama,1
"Rossini, Gioachino",Alabama,8
"Roszell, Patrick",Alabama,2
"Rudin, Rolf",Alabama,3
Rusch,Alabama,1
"Safranek, Victor",Alabama,1
"Saint-Saëns, Camille",Alabama,11
Salter,Alabama,1
Sanders,Alabama,1
"Satie, Erik",Alabama,1
"Saucedo, Richard",Alabama,21
"Scarlatti, Domenico",Alabama,1
"Schaefer, W.E.",Alabama,3
"Schaffer, D.",Alabama,1
"Schiedt, Samuel",Alabama,1
"Schinstine, William",Alabama,1
"Schmitt, Florent",Alabama,3
"Schoenberg, Arnold",Alabama,1
"Schubert, Franz",Alabama,8
"Schuller, Gunther",Alabama,1
"Schuman, William",Alabama,4
"Schumann, Robert",Alabama,2
"Schwantner, Joseph",Alabama,3
Scott,Alabama,1
"Scriabin, Alexander",Alabama,1
Seaman,Alabama,1
"Seiber, M.",Alabama,1
"Seward, Nancy",Alabama,1
"Shaffer, David",Alabama,44
"Sharp, Chris",Alabama,2
"Sheldon, Robert",Alabama,78
"Shelton, Melvin",Alabama,1
"Sheppard, Franklin",Alabama,1
"Sherburne, Erik",Alabama,1
"Shostakovich, Dmitri",Alabama,11
"Sibelius, Jean",Alabama,1
"Siegmeister, Elie",Alabama,1
Siennicki,Alabama,3
"Silva, Alan Lee",Alabama,3
"Simpson, Carl",Alabama,1
"Singleton, Kenneth",Alabama,1
"Slocum, Earl",Alabama,1
"Smetana, Bedrich",Alabama,1
Smith,Alabama,22
"Smith, Claude T.",Alabama,4
"Smith, Robert W.",Alabama,35
"Smith, Sarah A.",Alabama,1
Soichi Konagaya,Alabama,1
Sorenson,Alabama,1
Sosnik,Alabama,1
"Spaniola, Joseph",Alabama,1
"Sparke, Philip",Alabama,5
"Spears, Jared",Alabama,32
"Speck, Frederick",Alabama,1
"Stalter, Todd",Alabama,7
"Stamp, Jack",Alabama,9
"Standridge, Randall D.",Alabama,16
"Stanhope, David",Alabama,2
Stead,Alabama,1
Steiner,Alabama,1
"Stevens, Halsey",Alabama,2
"Stevens, John",Alabama,1
"Story, Michael",Alabama,10
Stout,Alabama,1
"Strauss, Johann",Alabama,1
"Strauss, Richard",Alabama,5
"Stravinsky, Igor",Alabama,4
"Strommen, Carl",Alabama,13
Strommer,Alabama,1
"Stuart, Hugh M.",Alabama,8
"Sudduth, James",Alabama,3
"Suk, Joseph",Alabama,1
"Summers, Richard",Alabama,1
"Susato, Tielman",Alabama,5
"Swearingen, James",Alabama,50
"Sweelinck, Jan Pieterszoon",Alabama,1
"Sweeney, Michael",Alabama,23
"Sweet, George",Alabama,4
"Tallis, Thomas",Alabama,1
Tarver,Alabama,2
"Tatgenhorst, John",Alabama,8
"Taylor, C.",Alabama,1
"Tchaikovsky, Peter Ilich",Alabama,27
"Telemann, Georg Philipp",Alabama,1
"Terry, Peter",Alabama,4
Thielman,Alabama,2
"Thomas, Ambroise",Alabama,1
"Thompson, Virgil",Alabama,1
Thurston,Alabama,1
"Ticheli, Frank",Alabama,14
"Tippett, Michael",Alabama,1
"Tippette, Bruce",Alabama,2
"Toch, Ernst",Alabama,1
"Tohno, S.",Alabama,1
Tolmage,Alabama,1
"Tower, Joan",Alabama,1
traditional,Alabama,3
Trotsuk,Alabama,1
"Tschesnokoff, Pavel",Alabama,2
"Tucker, Benjamin",Alabama,1
"Tucker, Christopher",Alabama,1
"Tull, Fisher",Alabama,4
"Turina, Joaquín",Alabama,2
"Turrin, Joseph",Alabama,1
"Tyra, Thomas",Alabama,1
"Uallacháin, Pádraigín Ní",Alabama,1
"Van der Roost, Jan",Alabama,7
"Vargas, Jorge",Alabama,2
"Vaughan Williams, Ralph",Alabama,7
"Verdi, Giuseppe",Alabama,6
"Villa-Lobos, Heitor",Alabama,1
"Vinson, Johnny",Alabama,11
"Vivaldi, Antonio",Alabama,3
"Vogel, Kirk",Alabama,2
von Lijnshooten,Alabama,1
"von Suppé, Franz",Alabama,11
"von Weber, Carl Maria",Alabama,4
Vonley,Alabama,1
Vosbein,Alabama,1
"Wada, Naoya",Alabama,1
Wadleigh,Alabama,1
"Wagner, Douglas E.",Alabama,7
"Wagner, Richard",Alabama,29
"Walker, George",Alabama,1
"Wallace, Tom",Alabama,1
"Ward, Norman",Alabama,3
Warner,Alabama,1
"Washburn, Robert",Alabama,7
"Wasson, John",Alabama,1
"Watanabe, Urato",Alabama,1
"Watson, Scott",Alabama,2
"Weinberger, Jaromír",Alabama,2
"Welcher, Dan",Alabama,2
"Weller, Travis J.",Alabama,3
"Whear, Paul",Alabama,9
"Whitacre, Eric",Alabama,2
"White, Donald",Alabama,2
"Whitney, Maurice",Alabama,6
"Widor, Charles-Marie",Alabama,1
"Wilds, Jack",Alabama,5
"Wiley, Charles A.",Alabama,1
Williams,Alabama,37
"Williams, Clifton",Alabama,2
"Williams, Mark",Alabama,3
"Willis, D.",Alabama,1
Wilson,Alabama,3
"Wilson, Chandler L.",Alabama,2
"Wilson, Dana",Alabama,3
"Windham, William",Alabama,2
"Wood, Haydn",Alabama,3
"Woodrow, Haley",Alabama,1
"Woolfenden, Guy",Alabama,1
"Work, Julian",Alabama,1
"Yagisawa, Satoshi",Alabama,2
"Yoder, Paul",Alabama,4
"Young, Charles Rochester",Alabama,3
"Youtz, Gregory",Alabama,1
"Yozviak, Andrew",Alabama,1
"Yurko, Bruce",Alabama,1
"Zdechlik, John",Alabama,6
"Ziek, Gary",Alabama,4
"Adler, Samuel",Florida,3
"Akers, H.E.",Florida,2
"Akey, Douglas",Florida,5
"Albéniz, Isaac",Florida,3
"Alberty, Craig",Florida,2
"Alford, Harry",Florida,1
"Allen, Fred J.",Florida,6
"Anderson, Leroy",Florida,1
"Andrews, James",Florida,3
"Applebaum, Stan",Florida,1
"Arbeau, Thoinot",Florida,3
"Archer, Kimberly",Florida,1
"Arnold, Malcolm",Florida,12
"Aronson, Lee",Florida,1
"Bach, J.S.",Florida,65
"Balent, Andrew",Florida,3
"Balmages, Brian",Florida,19
"Banchieri, A.",Florida,1
"Barber, Clarence",Florida,1
"Barber, Samuel",Florida,4
"Barker, Warren",Florida,1
"Barnes, James",Florida,15
"Barrett, Roland",Florida,3
"Bartok, Bela",Florida,11
"Bassett, Leslie",Florida,1
"Beck, Brian",Florida,2
"Beckham, Dwight",Florida,1
"Beeler, Walter",Florida,1
"Beethoven, Ludwig van",Florida,14
"Bellini, Vincenzo",Florida,1
"Belsterling, C.S.",Florida,1
"Bennett, Robert Russell",Florida,4
"Benson, Warren",Florida,3
"Berlioz, Hector",Florida,9
"Bernotas, Chris",Florida,2
"Bernstein, Leonard",Florida,11
"Bilik, Jerry",Florida,4
"Birch, Raymond",Florida,1
"Bizet, Georges",Florida,7
"Black, Dave",Florida,4
"Blackshaw, Jodie",Florida,2
"Blakely, Aaron",Florida,1
"Blankenburg, H.L.",Florida,1
"Bobrowitz, David",Florida,2
"Boerma, Scott",Florida,1
"Bohm, Carl",Florida,1
"Bolcom, William",Florida,1
"Borodin, Alexander",Florida,4
"Bortniansky, Dmitry",Florida,1
"Boss, Andrew",Florida,3
"Boyce, William",Florida,1
"Boysen, Andrew",Florida,6
"Brahms, Johannes",Florida,16
"Branchfield, A.",Florida,1
"Bright, H.",Florida,1
Brings,Florida,1
Brisman,Florida,3
"Britten, Benjamin",Florida,4
"Broege, Timothy",Florida,13
"Brooks, B.J.",Florida,1
"Brosse, D.",Florida,1
"Broughton, Bruce",Florida,1
"Brown, Richard E.",Florida,1
Browne,Florida,2
"Brubaker, Jerry",Florida,1
"Bruckner, Anton",Florida,10
"Bryant, Steven",Florida,5
"Buck, Dudley",Florida,1
"Bukvich, Daniel",Florida,1
"Bulla, Stephen",Florida,2
"Bullock, Jack",Florida,1
"Burns, Patrick",Florida,1
Butterfield,Florida,1
"Butterworth, George",Florida,1
"Butts, Carrol",Florida,1
"Buxtehude, D.",Florida,2
"Byrd, William",Florida,5
"Cacavas, John",Florida,2
"Camphouse, Mark",Florida,8
Campra,Florida,1
"Carter, Charles",Florida,17
"Cassotta, V.",Florida,1
"Catel, Charles-Simon",Florida,1
"Caudill, Jim",Florida,1
"Cesarini, Franco",Florida,2
"Chabrier, Emmanuel",Florida,5
"Chambers, Carol Brittin",Florida,4
"Chance, John Barnes",Florida,6
Chang Su Koh,Florida,1
"Chattaway, Jay",Florida,2
"Cheetham, John",Florida,1
Cherubini,Florida,1
"Chobanian, Loris",Florida,1
"Cichy, Roger",Florida,2
"Clark, Larry",Florida,19
"Clarke, H.L.",Florida,1
"Clarke, Jeremiah",Florida,3
"Coakley, Donald",Florida,1
"Colgrass, Michael",Florida,1
"Compello, Joseph",Florida,1
"Conaway, Matt",Florida,2
"Conley, Lloyd",Florida,3
"Connery, Brian",Florida,1
"Cook, Paul",Florida,1
"Copland, Aaron",Florida,11
"Corelli, Arcangelo",Florida,7
"Corigliano, John",Florida,1
Corozine,Florida,1
"Couperin, François",Florida,1
"Court, Douglas",Florida,3
"Creston, Paul",Florida,5
"Croft, W.",Florida,1
"Cross, Travis",Florida,2
"Cummings, Walter",Florida,5
"Curiale, Joseph",Florida,1
"Curnow, James",Florida,23
"Curnow, Joseph",Florida,3
"d'Albert, Eugene",Florida,1
"Daehn, Larry",Florida,9
"Dahl, Ingolf",Florida,3
"Daniels, M.L.",Florida,3
"Danner, Greg",Florida,2
"Danyew, Steve",Florida,1
"Daquin, L.C.",Florida,1
"Daugherty, Michael",Florida,3
"Daughtrey, Nathan",Florida,1
"Davis, Albert O.",Florida,7
"Dawson, Jay",Florida,3
"de Cabezon, A.",Florida,1
"de Haan, Jacob",Florida,2
De Lalande,Florida,1
"de Meij, Johan",Florida,6
"De Nardis, Camille",Florida,1
"Debussy, Claude",Florida,7
"Decamp, Carroll",Florida,1
"del Borgo, Elliot",Florida,27
"Delibes, Léo",Florida,2
"Delius, Frederick",Florida,1
"Dello Joio, Norman",Florida,8
"Dishinger, Ronald",Florida,1
"Dohnanyi, Ernst",Florida,1
"Donahue, M.",Florida,1
"Donizetti, Gaetano",Florida,1
"Dooley, Paul",Florida,1
"Dousa, Dominic",Florida,1
Druckman,Florida,1
"DuBois, Pierre Max",Florida,1
"Duffy, Thomas",Florida,1
"Dukas, Paul",Florida,1
"Duncombe, William",Florida,2
"Dvorak, Antonin",Florida,11
"Dzubay, David",Florida,1
"Earl, Christian",Florida,1
"Eastmond, D.",Florida,1
"Edmondson, John",Florida,26
Edmunds,Florida,1
"Elgar, Edward",Florida,6
"Elledge, C.",Florida,1
"Ellerby, Martin",Florida,2
Elwell,Florida,1
"Erickson, Frank",Florida,22
